Cement,Blast Furnace Slag,Fly Ash,Water,Superplasticizer,F:Coarse Aggregate,Fine Aggregate,Age,Strength,Job_ID,Business_Name,City,Lat,Lon,Job_Type,Plus_Code,Year
275.1,0,121.4,159.5,9.9,1053.6,777.5,56,56.85,CS-0338,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Foundation,87G6853C+62,2025
275.1,0,121.4,159.5,9.9,1053.6,777.5,100,58.61,CS-0339,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Slab,87G6853C+62,2013
297.2,0,117.5,174.8,9.5,1022.8,753.5,3,21.91,CS-0340,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Patio,87G6853C+62,2014
297.2,0,117.5,174.8,9.5,1022.8,753.5,14,36.99,CS-0341,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Driveway,87G6853C+62,2015
297.2,0,117.5,174.8,9.5,1022.8,753.5,28,47.4,CS-0342,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Foundation,87G6853C+62,2016
297.2,0,117.5,174.8,9.5,1022.8,753.5,56,51.96,CS-0343,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Slab,87G6853C+62,2017
297.2,0,117.5,174.8,9.5,1022.8,753.5,100,56.74,CS-0344,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Patio,87G6853C+62,2018
213.7,0,174.7,154.8,10.2,1053.5,776.4,3,17.57,CS-0345,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Driveway,87G6853C+62,2019
213.7,0,174.7,154.8,10.2,1053.5,776.4,14,33.73,CS-0346,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Foundation,87G6853C+62,2020
213.7,0,174.7,154.8,10.2,1053.5,776.4,28,40.15,CS-0347,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Slab,87G6853C+62,2021
213.7,0,174.7,154.8,10.2,1053.5,776.4,56,46.64,CS-0348,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Patio,87G6853C+62,2022
213.7,0,174.7,154.8,10.2,1053.5,776.4,100,50.08,CS-0349,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Driveway,87G6853C+62,2023
213.5,0,174.2,154.6,11.7,1052.3,775.5,3,17.37,CS-0350,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Foundation,87G6853C+62,2024
213.5,0,174.2,154.6,11.7,1052.3,775.5,14,33.7,CS-0351,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Slab,87G6853C+62,2025
213.5,0,174.2,154.6,11.7,1052.3,775.5,28,45.94,CS-0352,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Patio,87G6853C+62,2013
213.5,0,174.2,154.6,11.7,1052.3,775.5,56,51.43,CS-0353,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Driveway,87G6853C+62,2014
213.5,0,174.2,154.6,11.7,1052.3,775.5,100,59.3,CS-0354,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Foundation,87G6853C+62,2015
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,3,30.45,CS-0355,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Slab,87G6853C+62,2016
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,14,47.71,CS-0356,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Patio,87G6853C+62,2017
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,28,63.14,CS-0357,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Driveway,87G6853C+62,2018
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,56,66.82,CS-0358,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Foundation,87G6853C+62,2019
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,100,66.95,CS-0359,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Slab,87G6853C+62,2020
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,3,27.42,CS-0360,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Patio,87G6853C+62,2021
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,14,35.96,CS-0361,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Driveway,87G6853C+62,2022
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,28,55.51,CS-0362,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Foundation,87G6853C+62,2023
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,56,61.99,CS-0363,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Slab,87G6853C+62,2024
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,100,63.53,CS-0364,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Patio,87G6853C+62,2025
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,3,18.02,CS-0365,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Driveway,87G6853C+62,2013
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,14,38.6,CS-0366,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Foundation,87G6853C+62,2014
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,28,52.2,CS-0367,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Slab,87G6853C+62,2015
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,56,53.96,CS-0368,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Patio,87G6853C+62,2016
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,100,56.63,CS-0369,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Driveway,87G6853C+62,2017
218.9,0,124.1,158.5,11.3,1078.7,794.9,3,15.34,CS-0370,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Foundation,87G6853C+62,2018
218.9,0,124.1,158.5,11.3,1078.7,794.9,14,26.05,CS-0371,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Slab,87G6853C+62,2019
218.9,0,124.1,158.5,11.3,1078.7,794.9,28,30.22,CS-0372,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Patio,87G6853C+62,2020
218.9,0,124.1,158.5,11.3,1078.7,794.9,56,37.27,CS-0373,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Driveway,87G6853C+62,2021
218.9,0,124.1,158.5,11.3,1078.7,794.9,100,46.23,CS-0374,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Foundation,87G6853C+62,2022
376,0,0,214.6,0,1003.5,762.4,3,16.28,CS-0375,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Slab,87G6853C+62,2023
376,0,0,214.6,0,1003.5,762.4,14,25.62,CS-0376,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Patio,87G6853C+62,2024
376,0,0,214.6,0,1003.5,762.4,28,31.97,CS-0377,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Driveway,87G6853C+62,2025
376,0,0,214.6,0,1003.5,762.4,56,36.3,CS-0378,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Foundation,87G6853C+62,2013
376,0,0,214.6,0,1003.5,762.4,100,43.06,CS-0379,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Slab,87G6853C+62,2014
500,0,0,140,4,966,853,28,67.57,CS-0380,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Patio,87G6853C+62,2015
475,0,59,142,1.9,1098,641,28,57.23,CS-0381,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Driveway,87G6853C+62,2016
315,137,0,145,5.9,1130,745,28,81.75,CS-0382,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Foundation,87G6853C+62,2017
505,0,60,195,0,1030,630,28,64.02,CS-0383,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Slab,87G6853C+62,2018
451,0,0,165,11.3,1030,745,28,78.8,CS-0384,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Patio,87G6853C+62,2019
516,0,0,162,8.2,801,802,28,41.37,CS-0385,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Driveway,87G6853C+62,2020
520,0,0,170,5.2,855,855,28,60.28,CS-0386,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Foundation,87G6853C+62,2021
528,0,0,185,6.9,920,720,28,56.83,CS-0387,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Slab,87G6853C+62,2022
520,0,0,175,5.2,870,805,28,51.02,CS-0388,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Patio,87G6853C+62,2023
385,0,136,158,20,903,768,28,55.55,CS-0389,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Driveway,87G6853C+62,2024
500.1,0,0,200,3,1124.4,613.2,28,44.13,CS-0390,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Foundation,87G6853C+62,2025
450.1,50,0,200,3,1124.4,613.2,28,39.38,CS-0391,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Slab,87G6853C+62,2013
397,17.2,158,167,20.8,967,633,28,55.65,CS-0392,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Patio,87G6853C+62,2014
333,17.5,163,167,17.9,996,652,28,47.28,CS-0393,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Driveway,87G6853C+62,2015
334,17.6,158,189,15.3,967,633,28,44.33,CS-0394,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Foundation,87G6853C+62,2016
405,0,0,175,0,1120,695,28,52.3,CS-0395,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Slab,87G6853C+62,2017
200,200,0,190,0,1145,660,28,49.25,CS-0396,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Patio,87G6853C+62,2018
516,0,0,162,8.3,801,802,28,41.37,CS-0397,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Driveway,87G6853C+62,2019
145,116,119,184,5.7,833,880,28,29.16,CS-0398,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Foundation,87G6853C+62,2020
160,128,122,182,6.4,824,879,28,39.4,CS-0399,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Slab,87G6853C+62,2021
234,156,0,189,5.9,981,760,28,39.3,CS-0400,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Patio,87G6853C+62,2022
250,180,95,159,9.5,860,800,28,67.87,CS-0401,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Driveway,87G6853C+62,2023
475,0,0,162,9.5,1044,662,28,58.52,CS-0402,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Foundation,87G6853C+62,2024
285,190,0,163,7.6,1031,685,28,53.58,CS-0403,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Slab,87G6853C+62,2025
356,119,0,160,9,1061,657,28,59,CS-0404,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Patio,87G6853C+62,2013
275,180,120,162,10.4,830,765,28,76.24,CS-0405,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Driveway,87G6853C+62,2014
500,0,0,151,9,1033,655,28,69.84,CS-0406,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Foundation,87G6853C+62,2015
165,0,143.6,163.8,0,1005.6,900.9,3,14.4,CS-0407,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Slab,87G6853C+62,2016
165,128.5,132.1,175.1,8.1,1005.8,746.6,3,19.42,CS-0408,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Patio,87G6853C+62,2017
178,129.8,118.6,179.9,3.6,1007.3,746.8,3,20.73,CS-0409,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Driveway,87G6853C+62,2018
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,3,14.94,CS-0410,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Foundation,87G6853C+62,2019
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,3,21.29,CS-0411,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Slab,87G6853C+62,2020
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,3,23.08,CS-0412,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Patio,87G6853C+62,2021
167,75.4,167,164,7.9,1007.3,770.1,3,15.52,CS-0413,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Driveway,87G6853C+62,2022
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,3,15.82,CS-0414,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Foundation,87G6853C+62,2023
190.3,0,125.2,166.6,9.9,1079,798.9,3,12.55,CS-0415,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Slab,87G6853C+62,2024
250,0,95.7,191.8,5.3,948.9,857.2,3,8.49,CS-0416,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Patio,87G6853C+62,2025
213.5,0,174.2,159.2,11.7,1043.6,771.9,3,15.61,CS-0417,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Driveway,87G6853C+62,2013
194.7,0,100.5,170.2,7.5,998,901.8,3,12.18,CS-0418,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Foundation,87G6853C+62,2014
251.4,0,118.3,192.9,5.8,1043.6,754.3,3,11.98,CS-0419,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Slab,87G6853C+62,2015
165,0,143.6,163.8,0,1005.6,900.9,14,16.88,CS-0420,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Patio,87G6853C+62,2016
165,128.5,132.1,175.1,8.1,1005.8,746.6,14,33.09,CS-0421,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Driveway,87G6853C+62,2017
178,129.8,118.6,179.9,3.6,1007.3,746.8,14,34.24,CS-0422,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Foundation,87G6853C+62,2018
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,14,31.81,CS-0423,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Slab,87G6853C+62,2019
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,14,29.75,CS-0424,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Patio,87G6853C+62,2020
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,14,33.01,CS-0425,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Driveway,87G6853C+62,2021
167,75.4,167,164,7.9,1007.3,770.1,14,32.9,CS-0426,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Foundation,87G6853C+62,2022
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,14,29.55,CS-0427,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Slab,87G6853C+62,2023
190.3,0,125.2,166.6,9.9,1079,798.9,14,19.42,CS-0428,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Patio,87G6853C+62,2024
250,0,95.7,191.8,5.3,948.9,857.2,14,24.66,CS-0429,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Driveway,87G6853C+62,2025
213.5,0,174.2,159.2,11.7,1043.6,771.9,14,29.59,CS-0430,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Foundation,87G6853C+62,2013
194.7,0,100.5,170.2,7.5,998,901.8,14,24.28,CS-0431,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Slab,87G6853C+62,2014
251.4,0,118.3,192.9,5.8,1043.6,754.3,14,20.73,CS-0432,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Patio,87G6853C+62,2015
165,0,143.6,163.8,0,1005.6,900.9,28,26.2,CS-0433,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Driveway,87G6853C+62,2016
165,128.5,132.1,175.1,8.1,1005.8,746.6,28,46.39,CS-0434,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Foundation,87G6853C+62,2017
178,129.8,118.6,179.9,3.6,1007.3,746.8,28,39.16,CS-0435,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Slab,87G6853C+62,2018
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,28,41.2,CS-0436,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Patio,87G6853C+62,2019
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,28,33.69,CS-0437,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Driveway,87G6853C+62,2020
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,28,38.2,CS-0438,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Foundation,87G6853C+62,2021
167,75.4,167,164,7.9,1007.3,770.1,28,41.41,CS-0439,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Slab,87G6853C+62,2022
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,28,37.81,CS-0440,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Patio,87G6853C+62,2023
190.3,0,125.2,166.6,9.9,1079,798.9,28,24.85,CS-0441,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Driveway,87G6853C+62,2024
250,0,95.7,191.8,5.3,948.9,857.2,28,27.22,CS-0442,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Birdsboro,40.264,-75.81,Foundation,87G6853C+62,2025
213.5,0,174.2,159.2,11.7,1043.6,771.9,28,44.64,CS-0443,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Reading,40.335,-75.93,Slab,87G6853C+62,2013
194.7,0,100.5,170.2,7.5,998,901.8,28,37.27,CS-0444,"Hoffman Concrete Contractors, 461 Rugby Rd, Birdsboro, PA 19508, 461 Rugby Rd, Birdsboro, PA 19508",Pottstown,40.245,-75.65,Patio,87G6853C+62,2014
